station_id,name,province,lat,lon,dataset_version,zip_member
1107876,SURREY MUNICIPAL HALL,BC,49.10668056,-122.8275111,v3.20,IDF_v-3.20_2021_03_26_BC/idf_v-3.20_2021_03_26_110_BC_1107876_SURREY_MUNICIPAL_HALL.txt
1108395,VANCOUVER INTL A,BC,49.19472222,-123.1838889,v3.20,IDF_v-3.20_2021_03_26_BC/idf_v-3.20_2021_03_26_110_BC_1108395_VANCOUVER_INTL_A.txt
1108446,VANCOUVER HARBOUR CS,BC,49.29535278,-123.1218694,v3.20,IDF_v-3.20_2021_03_26_BC/idf_v-3.20_2021_03_26_110_BC_1108446_VANCOUVER_HARBOUR_CS.txt
1108453,VANCOUVER KITSILANO,BC,49.26666667,-123.1666667,v3.20,IDF_v-3.20_2021_03_26_BC/idf_v-3.20_2021_03_26_110_BC_1108453_VANCOUVER_KITSILANO.txt
1108487,VANCOUVER UBC,BC,49.25,-123.25,v3.20,IDF_v-3.20_2021_03_26_BC/idf_v-3.20_2021_03_26_110_BC_1108487_VANCOUVER_UBC.txt
1108910,WHITE ROCK CAMPBELL SCIENTIFIC,BC,49.01805556,-122.7838889,v3.20,IDF_v-3.20_2021_03_26_BC/idf_v-3.20_2021_03_26_110_BC_1108910_WHITE_ROCK_CAMPBELL_SCIENTIFIC.txt
110JA54,BURNABY MTN BCHPA,BC,49.28333333,-122.9166667,v3.20,IDF_v-3.20_2021_03_26_BC/idf_v-3.20_2021_03_26_110_BC_110JA54_BURNABY_MTN_BCHPA.txt
110N6FF,N VANC SONORA DR,BC,49.3625,-123.0975,v3.20,IDF_v-3.20_2021_03_26_BC/idf_v-3.20_2021_03_26_110_BC_110N6FF_N_VANC_SONORA_DR.txt
1113420,HELLS GATE,BC,49.78333333,-121.45,v3.20,IDF_v-3.20_2021_03_26_BC/idf_v-3.20_2021_03_26_111_BC_1113420_HELLS_GATE.txt
1113540,HOPE A,BC,49.36833333,-121.4980556,v3.20,IDF_v-3.20_2021_03_26_BC/idf_v-3.20_2021_03_26_111_BC_1113540_HOPE_A.txt
1114619,LILLOOET,BC,50.68372778,-121.9341514,v3.20,IDF_v-3.20_2021_03_26_BC/idf_v-3.20_2021_03_26_111_BC_1114619_LILLOOET.txt
1114741,LYTTON,BC,50.23333333,-121.5833333,v3.20,IDF_v-3.20_2021_03_26_BC/idf_v-3.20_2021_03_26_111_BC_1114741_LYTTON.txt
